1188.46,1193.3,1195.06,1180.97
1173.11,1188.72,1195.36,1170.75
1171.3,1173.29,1177.07,1160.77
1176.92,1171.05,1178.03,1166.2
1170.26,1182.8,1187.79,1157.08
1169.74,1170.18,1175.4,1166.53
1174.0,1169.64,1180.3,1165.35
1170.55,1173.65,1178.62,1168.88
1157.87,1170.48,1172.22,1156.17
1162.21,1159.01,1165.85,1151.43
1158.35,1162.45,1165.16,1154.71
1144.25,1158.39,1165.1,1139.47
1128.43,1143.81,1144.5,1122.44
1134.09,1128.44,1141.28,1126.46
1139.05,1134.35,1142.7,1134.14
1132.2,1139.34,1140.08,1125.63
1131.8,1132.14,1137.5,1129.29
1128.69,1131.8,1134.17,1127.43
1133.49,1128.89,1136.12,1128.18
1133.94,1133.94,1133.94,1133.94
1139.35,1134.06,1149.48,1131.85
1142.45,1139.64,1144.84,1136.54
1158.32,1142.39,1159.58,1140.81
1151.85,1158.68,1163.53,1149.49
1150.52,1150.55,1152.66,1149.66
1158.91,1150.8,1163.61,1145.77
1163.8,1159.28,1168.23,1156.35
1180.48,1163.67,1184.99,1162.38
1172.81,1180.38,1181.49,1170.37
1181.27,1172.64,1185.91,1171.89
1187.74,1181.32,1190.57,1179.86
1191.85,1187.74,1198.79,1177.33
1195.66,1191.75,1207.07,1191.0
1197.66,1195.96,1201.2,1187.93
1203.17,1200.55,1208.23,1198.17
1216.54,1202.8,1218.72,1202.38
1203.64,1216.56,1217.6,1201.91
1205.14,1203.92,1206.88,1195.86
1209.96,1205.16,1215.3,1198.68
1217.48,1209.43,1219.54,1209.27
1208.81,1217.4,1219.66,1206.02
1200.31,1208.79,1209.84,1192.83
1188.57,1199.93,1202.67,1184.11
1191.6,1188.78,1192.06,1181.04
1195.35,1192.85,1199.88,1188.15
1210.63,1195.38,1215.49,1193.83
1209.49,1210.89,1213.59,1198.12
1215.93,1209.53,1225.41,1208.26
1219.88,1215.89,1221.48,1207.18
1235.59,1219.67,1235.84,1219.01
1233.72,1235.23,1235.86,1227.41
1241.99,1234.04,1245.06,1230.29
1230.89,1242.48,1244.52,1230.22
1234.12,1230.62,1237.07,1221.12
1225.44,1231.84,1232.65,1219.37
1228.61,1225.74,1234.87,1221.75
1232.94,1228.89,1233.61,1216.8
1239.14,1233.34,1242.71,1232.04
1235.29,1239.25,1243.84,1234.52
1238.38,1235.2,1239.29,1232.62
1235.97,1237.03,1238.92,1225.8
1237.69,1236.22,1240.72,1231.62
1249.41,1237.79,1251.21,1235.2
1256.94,1249.52,1260.48,1247.54
1252.76,1257.41,1263.88,1250.48
1248.59,1252.48,1258.37,1247.48
1248.94,1248.57,1250.68,1236.53
1235.3,1249.44,1250.36,1231.16
1234.3,1234.8,1236.28,1222.59
1225.96,1232.81,1237.17,1224.65
1215.67,1225.62,1227.25,1213.67
1207.58,1215.65,1218.68,1206.13
1200.83,1207.63,1209.17,1199.12
1204.55,1200.8,1206.43,1194.62
1204.05,1205.43,1211.66,1202.47
1199.08,1204.25,1208.38,1197.54
1219.4,1199.11,1222.66,1197.93
1226.78,1219.03,1233.51,1217.83
1229.15,1227.31,1232.45,1225.06
1233.9,1229.79,1236.25,1229.51
1245.0,1233.78,1248.1,1226.82
1249.35,1244.15,1251.76,1243.89
1245.3,1248.86,1253.62,1242.84
1244.17,1244.88,1252.28,1240.72
1254.3,1248.01,1261.53,1247.69
1251.63,1253.82,1258.46,1247.52
1252.45,1251.64,1255.16,1247.25
1243.3,1253.1,1254.2,1242.61
1249.13,1242.83,1251.11,1240.05
1253.35,1248.4,1254.2,1244.55
1256.22,1255.46,1261.9,1254.46
1255.3,1255.73,1257.78,1243.85
1251.8,1256.4,1259.46,1249.85
1254.05,1252.11,1270.96,1250.8
1254.73,1254.26,1257.7,1247.5
1274.44,1255.23,1275.55,1253.29
1286.6,1274.51,1287.29,1272.42
1287.74,1285.54,1289.03,1281.74
1285.69,1287.35,1288.75,1285.31
1284.8,1292.96,1295.92,1281.61
1289.64,1284.94,1292.7,1279.4
